Name,Age,Gender,Medical Condition,Date of Admission,Doctor,Billing Amount,Admission Type,Discharge Date,Medication,Test Results,MaHoSo,MaNV,MaBN,examination date,year of birth,Address,citizen identification,phone number,health insurance,Treatment department
ChriSTiAn lAnG,74,Female,Cancer,27/08/2019,Shirley Dawson,34224.34834,Elective,01/09/2019,Lipitor,Abnormal,HOSO5006,NV363,BN6643,18/10/2016,01/06/2012,"97145 Morton Islands
Kellyshire, NM 07298",8.95E+11,84917600111,9713489520,N���
Pam perKIns,28,Female,Diabetes,17/05/2022,Susan Hernandez,23673.72174,Urgent,12/06/2022,Ibuprofen,Abnormal,HOSO7503,NV878,BN7316,03/06/2022,15/09/2019,"2855 Lisa Passage
Fordton, MA 89313",8.16E+11,84555151412,9262588658,Da li��
kAyLA GrEENe,35,Male,Hypertension,02/10/2020,Gina Edwards,40301.99731,Elective,17/10/2020,Ibuprofen,Inconclusive,HOSO7119,NV399,BN6547,03/03/2015,21/11/1958,"0928 Bradley Track
North John, OK 16006",3.80E+11,84559551591,2199662185,Ngo���
mIcHAEl daVId,79,Female,Asthma,20/08/2021,Laura Howell,37116.16381,Elective,16/09/2021,Lipitor,Abnormal,HOSO2440,NV435,BN3771,22/08/2016,24/10/2013,"056 Harris Green
Lisahaven, OR 13012",2.31E+11,84450129138,9365743245,Da li��
aLeXIs mCcALl,59,Female,Asthma,05/11/2019,Scott Beltran,38606.9638,Elective,17/11/2019,Aspirin,Inconclusive,HOSO5807,NV936,BN6352,21/06/1976,06/11/1942,"7304 Curry Fields Suite 992
New Danielfort, OK 93299",2.80E+11,84941117712,9817270722,Tim m��
mr. brandON perEz md,84,Female,Arthritis,06/02/2024,William Campbell,17813.9305,Emergency,28/02/2024,Penicillin,Inconclusive,HOSO8368,NV615,BN3145,06/03/2022,14/11/2017,"598 Clinton Lake Suite 258
Christopherville, NC 14495",7.33E+11,84140457434,1895343849,Da li��
dr. jeffREy ColE,36,Female,Asthma,07/02/2024,Ethan Brock,20773.02332,Urgent,21/02/2024,Ibuprofen,Normal,HOSO8526,NV514,BN2353,13/01/2023,13/03/1962,"107 Donovan Run Apt. 214
South Paul, AR 83196",3.05E+11,84402361054,5949297712,Ngo���
maTthEw broWN,69,Male,Arthritis,22/06/2023,Nicholas Gomez,9609.522307,Urgent,11/07/2023,Lipitor,Normal,HOSO5388,NV172,BN6612,03/09/2022,24/05/1946,"129 Williams Stream
Port Ashleyburgh, CT 32943",2.88E+11,84925366993,9513178806,Ngo���
RoBErT sExtON,54,Male,Cancer,19/11/2020,Richard Buchanan,3771.237166,Urgent,27/11/2020,Penicillin,Abnormal,HOSO9616,NV451,BN7851,29/11/1968,06/05/1935,"17766 Joseph Fields Suite 228
West Tracyburgh, OK 29556",3.87E+11,84645085456,6694236195,Ngo���
ashLEy vasQUEZ,30,Female,Asthma,24/11/2021,David Gonzalez,51587.93682,Emergency,07/12/2021,Ibuprofen,Abnormal,HOSO8503,NV964,BN7900,15/02/1941,11/06/1959,"5939 Jessica Dam
East Eric, ME 79494",6.71E+11,84611138887,8470307220,Da li��
mIcHelLe FLYnn,31,Male,Cancer,26/07/2019,Kristin Schmitt,28456.69856,Elective,29/07/2019,Lipitor,Inconclusive,HOSO9360,NV191,BN3209,19/02/1980,08/05/1988,"7418 Nelson Islands Apt. 801
East Dawn, OK 99081",3.15E+11,84218421198,8291518153,Da li��
StEVEn trAn,81,Female,Cancer,05/07/2022,Kelly King,33870.1209,Elective,08/07/2022,Ibuprofen,Abnormal,HOSO4040,NV819,BN1113,23/06/1968,25/05/1967,"9406 Jennings Overpass
Markside, KY 83934",7.78E+11,84369336064,8064264890,Nhi khoa
JAMeS MilLeR,61,Female,Diabetes,29/08/2019,Jeffery Morgan,2303.998423,Elective,07/09/2019,Paracetamol,Normal,HOSO4198,NV227,BN8667,31/07/1992,06/01/1998,"02531 Paul Prairie
Cobbburgh, MS 45513",1.60E+11,84798998481,6854405627,Da li��
Bonnie hiLl,52,Male,Hypertension,02/05/2024,Patricia Fowler,1878.007302,Elective,21/05/2024,Paracetamol,Abnormal,HOSO8572,NV740,BN4072,19/03/2022,16/11/1967,"9828 Graves Lock
Port Aliciastad, IN 41317",2.70E+11,84286311674,2881069206,Ngo���
AnTHONy DaviS,25,Male,Asthma,26/05/2020,David Patterson,19160.99373,Elective,31/05/2020,Penicillin,Normal,HOSO5466,NV564,BN5605,21/05/2006,15/04/1992,"4896 Jo Drive
Port Carlmouth, ND 09930",5.86E+11,84397202314,2056844127,N���
DaViD ShEPPArD,56,Male,Cancer,20/03/2024,Daisy Eaton,5811.629851,Urgent,06/04/2024,Paracetamol,Normal,HOSO8592,NV784,BN8021,25/08/2008,12/02/1980,"27267 John Motorway Suite 264
East Bryanberg, MO 93499",7.46E+11,84663232587,8615132103,Da li��
JOdi LAnG,44,Male,Diabetes,27/03/2024,Benjamin Bryant,22868.53034,Elective,08/04/2024,Ibuprofen,Abnormal,HOSO4357,NV224,BN9495,02/03/1954,27/01/2024,"067 Amanda Valleys
Deborahmouth, WY 36091",3.86E+11,84153880074,7167628924,Da li��
VaNeSSa TAylor,30,Female,Arthritis,22/03/2021,Cynthia Velazquez,48281.91194,Urgent,25/03/2021,Ibuprofen,Abnormal,HOSO3547,NV724,BN9133,05/09/1981,09/05/2016,"09250 Erica Ports Apt. 000
Lake Jennifer, DC 67923",1.73E+11,84894539689,2051420711,Tim m��
WAYnE lyncH,82,Male,Cancer,03/10/2020,William Brock,30562.56763,Emergency,28/10/2020,Paracetamol,Abnormal,HOSO1384,NV713,BN8875,14/12/1974,15/11/1966,"362 Bridges Prairie
East Amandamouth, AL 99429",4.05E+11,84691407883,8743521361,Ngo���
YEsENiA MCfarland,67,Male,Obesity,17/05/2023,Douglas Lambert,24293.63303,Emergency,31/05/2023,Ibuprofen,Normal,HOSO6543,NV588,BN3163,10/03/1991,22/05/1940,"438 Michael Station Apt. 589
Russellbury, IN 52574",1.33E+11,84994042739,3890530568,Ngo���
KEnNETH WilSON,41,Male,Arthritis,12/08/2022,Alex Mcknight,5878.778853,Emergency,31/08/2022,Ibuprofen,Abnormal,HOSO6605,NV920,BN8818,14/02/2016,24/08/2001,"38322 Ryan Land Suite 703
Timothyside, IN 88842",7.60E+11,84315390962,4261648589,Nhi khoa
JIlLiAn MArks,84,Male,Arthritis,20/06/2020,Gregory Fox,28410.43877,Urgent,22/06/2020,Ibuprofen,Abnormal,HOSO9703,NV612,BN9470,05/06/1976,15/06/1948,"Unit 1699 Box 4176
DPO AP 53994",5.00E+11,84534445533,2477258564,N���
MiCHELLe cruz ddS,85,Female,Asthma,20/04/2023,Carrie Navarro,27414.0188,Emergency,05/05/2023,Ibuprofen,Normal,HOSO1774,NV876,BN6302,05/02/1986,28/11/2010,"33170 Ferguson Fall
Lake Paul, CT 16706",4.74E+11,84558994942,3952502863,N���
CLaREnce fORD jr.,26,Female,Hypertension,28/10/2019,Laura Murillo,5826.244027,Emergency,21/11/2019,Penicillin,Abnormal,HOSO4909,NV340,BN8085,11/04/1945,13/11/2010,"790 Alicia Cape Suite 645
East Jessicaport, IL 42649",2.40E+11,84686045754,8190967451,N���
DonAlD kaNe,49,Female,Diabetes,31/08/2021,Alyssa Walsh,2133.737202,Urgent,05/09/2021,Ibuprofen,Normal,HOSO9309,NV337,BN6169,02/08/2023,16/08/2013,"5719 Amanda Ridges
Lake Tara, OK 69793",5.60E+11,84954071340,1336855072,Nhi khoa
ZaChaRY LARsEN,47,Female,Hypertension,14/07/2021,Jeff Barton,34262.60947,Urgent,06/08/2021,Penicillin,Inconclusive,HOSO9104,NV998,BN7336,01/10/1968,12/06/2022,"251 Quinn Roads Suite 269
Torresshire, AZ 81086",3.71E+11,84820929034,7616815477,Tim m��
sHeRYl MaRTinez,69,Male,Diabetes,21/01/2022,Ricky Anderson,44897.04901,Elective,02/02/2022,Paracetamol,Normal,HOSO6360,NV183,BN5239,31/12/1992,23/06/1982,"3652 Nina Crescent Apt. 162
West Justinland, VA 23966",5.90E+11,84336232417,1313660633,Tim m��
mr. NaTHAN avILA,78,Female,Asthma,16/09/2019,John Hurst,22230.12276,Urgent,16/10/2019,Penicillin,Normal,HOSO7585,NV398,BN4551,23/07/1987,14/07/1946,"86713 Hall Parks
Port Bradley, VA 21241",4.79E+11,84816317231,1173644089,N���
aNnE aNTHONY,29,Male,Diabetes,20/01/2023,Cristina Wyatt,32895.10189,Urgent,29/01/2023,Aspirin,Abnormal,HOSO6540,NV271,BN8875,04/10/2016,16/12/1977,"6433 Becker Mountain Suite 527
Clayburgh, AR 18314",1.60E+11,84947750581,5712234894,Da li��
hOlly LaMBERt,73,Male,Cancer,04/01/2020,Christina Fowler,5349.056116,Emergency,16/01/2020,Paracetamol,Normal,HOSO3070,NV360,BN2155,19/10/2001,28/11/1953,"8043 Melissa Highway Suite 569
Meyerchester, MT 45640",6.91E+11,84298164696,8002029948,N���
JAmes rASmuSsen,53,Male,Obesity,03/03/2024,Gary Barr,23235.85441,Elective,15/03/2024,Aspirin,Inconclusive,HOSO2276,NV405,BN8993,16/05/1938,08/09/2011,"54713 Douglas Oval
Conradburgh, KS 44867",3.79E+11,84201400655,3036016244,Da li��
SaRAH cannON,34,Male,Diabetes,06/07/2019,Frederick Whitney,25683.27986,Elective,01/08/2019,Paracetamol,Inconclusive,HOSO8984,NV960,BN9043,04/01/1994,16/09/1961,"94482 Patel Plaza Suite 304
South Jon, NM 84472",2.35E+11,84346888749,4620086443,Ngo���
melInda tannER,38,Female,Obesity,01/12/2022,Mary Miller,45560.28184,Elective,03/12/2022,Ibuprofen,Normal,HOSO5171,NV734,BN5268,05/08/1989,01/03/1964,"89167 Mcclure Centers
Floresstad, OH 97574",5.27E+11,84097100602,9095929540,N���
LauriE josEPh,70,Female,Arthritis,10/05/2020,Evan Lewis,16850.88631,Urgent,30/05/2020,Penicillin,Abnormal,HOSO3268,NV975,BN4522,01/02/1953,25/08/1962,"6524 Thompson Via Suite 471
Douglasfort, WY 50163",7.77E+11,84294982011,7435944761,Nhi khoa
stEPHAnIe hUnteR,59,Female,Hypertension,10/03/2024,Adrienne Howard,34365.99712,Elective,16/03/2024,Ibuprofen,Inconclusive,HOSO5066,NV697,BN8515,30/06/2021,25/01/1947,"37245 Jennifer Points
Wilsonchester, WI 17354",7.12E+11,84701818056,2953130573,N���
gIna daviS,43,Male,Arthritis,14/01/2020,Daniel Jones,11968.02382,Urgent,19/01/2020,Paracetamol,Inconclusive,HOSO8382,NV225,BN5462,09/04/2000,06/06/1977,"852 Joshua Gardens
Davisberg, OR 74672",6.57E+11,84186799247,3626292300,N���
chRiStoPheR sHEA Jr.,49,Male,Diabetes,07/06/2020,Craig Wolfe,10076.89253,Elective,26/06/2020,Penicillin,Inconclusive,HOSO1419,NV490,BN5099,30/12/2012,17/01/1944,"578 David Island Suite 426
Lisamouth, SC 00814",4.80E+11,84952070806,2432673781,Nhi khoa
MrS. SabRIna BaLL,63,Male,Asthma,11/11/2020,Tina Griffin,44582.81736,Elective,30/11/2020,Penicillin,Abnormal,HOSO9531,NV196,BN9716,07/05/2023,22/06/2009,"448 Mike Hollow
Lake Jacqueline, AZ 52895",1.00E+12,84680420119,9215846900,Ngo���
JoyCe McCoRmIcK,40,Female,Asthma,07/05/2021,John Hansen,30334.98907,Urgent,31/05/2021,Aspirin,Abnormal,HOSO7988,NV177,BN9085,12/05/1973,20/02/1980,"0565 Meyers Ways Suite 155
Smithside, VT 84963",2.12E+11,84880654854,6964437878,N���
DEVIN bElL,80,Male,Arthritis,13/07/2021,Trevor Evans,6196.635136,Urgent,05/08/2021,Penicillin,Normal,HOSO1552,NV666,BN8953,13/12/1991,25/08/1966,"940 Herrera Corner Apt. 909
Lake Robertmouth, MI 27161",2.52E+11,84828268420,5650691633,N���
alLISoN rAmiREZ,74,Female,Cancer,25/03/2024,Mark Johnson,45438.90695,Emergency,03/04/2024,Lipitor,Normal,HOSO2098,NV796,BN9349,01/10/2003,13/04/1991,"8292 Michael Crescent Suite 508
West Alexandria, NM 81285",8.07E+11,84298419356,1243448095,Ngo���
lauRA roMERO,70,Male,Diabetes,25/03/2020,James Hays,43707.17924,Urgent,02/04/2020,Lipitor,Normal,HOSO9496,NV351,BN6985,13/04/1938,14/02/2021,"24483 Daniel Station
New Sherribury, WY 66022",8.87E+11,84277846375,1182748886,Da li��
TONi fAULKNer,39,Female,Diabetes,14/05/2023,Nicholas Ferguson,20105.02993,Urgent,20/05/2023,Penicillin,Normal,HOSO5093,NV497,BN6105,25/12/1971,03/01/1993,"USCGC Salinas
FPO AE 45890",1.76E+11,84983524903,7418934989,Ngo���
patrIcia tuRnEr,47,Female,Diabetes,19/11/2022,Mr. Jeffrey Powell,11938.06769,Urgent,23/11/2022,Penicillin,Normal,HOSO9185,NV282,BN8517,05/05/1979,19/06/1994,"937 Thomas Stravenue
Saramouth, UT 52185",5.27E+11,84132782276,6995064164,Ngo���
naThaN rAy,49,Male,Diabetes,10/03/2021,Timothy Carter,10836.21122,Emergency,30/03/2021,Lipitor,Abnormal,HOSO5335,NV769,BN5325,16/09/1957,05/09/1958,"21226 Chad Junction
Thompsonview, SC 94421",2.42E+11,84484466615,1928316511,Nhi khoa
RYan sAnCHeZ,64,Male,Obesity,15/11/2020,Jennifer Gonzales,40037.47999,Urgent,20/11/2020,Ibuprofen,Inconclusive,HOSO2112,NV177,BN9595,10/01/2010,14/11/1977,"PSC 2737, Box 6605
APO AE 44694",6.63E+11,84973183322,8937848244,Ngo���
tHOMas DENnIs,40,Male,Asthma,28/01/2024,Leonard Chen,42959.29981,Elective,21/02/2024,Paracetamol,Abnormal,HOSO6666,NV666,BN8949,26/09/1962,13/05/2024,"942 Tyler Wall
North Chadbury, MN 31326",4.22E+11,84423011986,9871320931,Nhi khoa
mR. timOtHY FLoRES,77,Male,Arthritis,07/07/2020,Margaret Ramos,40196.82528,Urgent,05/08/2020,Paracetamol,Abnormal,HOSO6603,NV792,BN8480,20/05/1972,12/03/1960,"27035 Schultz Parks Apt. 289
Barbaramouth, CA 36219",4.07E+11,84501607512,1613384853,Tim m��
WeNDy lEVIne,61,Male,Hypertension,22/01/2023,Joy Davis,39827.66342,Elective,27/01/2023,Ibuprofen,Inconclusive,HOSO8776,NV291,BN9658,24/05/2015,14/03/1941,"882 Victor Garden
Waynestad, MO 45688",6.83E+11,84101727807,5268064468,N���
nicOLe gOnzAleZ,36,Female,Asthma,10/05/2020,Mary Mckee,3516.84785,Emergency,24/05/2020,Aspirin,Inconclusive,HOSO5145,NV132,BN1925,18/07/1960,06/01/1988,"931 Martin Heights
Jeffreyshire, IN 75650",3.58E+11,84792585076,2505354814,Ngo���
miCHaeL eLlIsoN,19,Female,Diabetes,09/07/2021,John Evans,25414.79593,Elective,04/08/2021,Aspirin,Abnormal,HOSO6260,NV648,BN2009,28/05/2022,20/08/2001,"422 Salinas Pike
New Davidland, CO 05030",5.37E+11,84681409731,7494797450,N���
BRAndON dAVIS,21,Male,Cancer,11/06/2020,Benjamin Payne,36230.38776,Elective,21/06/2020,Paracetamol,Inconclusive,HOSO2347,NV219,BN1291,16/11/1983,07/10/2016,"812 Jordan Union Suite 418
Lake Johnnystad, TN 09286",4.70E+11,84603501132,9290888952,N���
vaNESsa GArCia,49,Male,Asthma,21/04/2020,Jeanne Allen,22427.17414,Emergency,09/05/2020,Lipitor,Inconclusive,HOSO7890,NV493,BN9318,02/10/1951,03/08/1971,"895 James Lodge
North Josephton, MA 75511",6.30E+11,84462120546,3117960837,Nhi khoa
AUtUmn PEck,62,Female,Obesity,06/10/2019,Kelly Jackson,39250.44744,Urgent,04/11/2019,Aspirin,Normal,HOSO4615,NV353,BN4985,13/01/1963,25/01/2013,"881 Schneider Plaza Suite 864
Bentleyfort, ME 45392",3.80E+11,84573867865,4970657884,Nhi khoa
NAthAnIEL REynoLdS,54,Female,Hypertension,11/07/2020,Michael Barber,5226.001297,Urgent,31/07/2020,Penicillin,Normal,HOSO7731,NV222,BN9343,22/01/1949,17/07/1979,"3901 Delacruz Loaf Suite 318
New Mark, NC 85741",9.21E+11,84948197930,3880070182,N���
JOYCE MoOdY,22,Male,Obesity,03/04/2022,Steven Clark,7732.672265,Elective,17/04/2022,Paracetamol,Abnormal,HOSO8679,NV599,BN8780,21/06/1948,12/11/2013,"596 Ramsey Ridges
South Heatherview, AZ 19614",1.44E+11,84410483947,7205825678,Da li��
MaRK FuEnTes,74,Male,Hypertension,21/01/2020,Amy Bailey,11304.00258,Urgent,29/01/2020,Aspirin,Abnormal,HOSO5498,NV703,BN6215,17/07/1937,27/04/1994,"9876 Heather Mountains Apt. 151
Smithville, AK 98589",5.62E+11,84853837247,5353002342,Da li��
brETT FerGusoN,35,Female,Asthma,16/12/2022,Cody Houston,38403.57658,Elective,08/01/2023,Lipitor,Abnormal,HOSO1165,NV302,BN4323,06/05/1992,19/03/2017,"101 Thompson Prairie Suite 321
Stevenstad, ME 97943",5.01E+11,84682447963,8463498951,Nhi khoa
TravIS SiMMOnS,20,Male,Asthma,20/07/2022,Gregory Nichols,14039.88614,Emergency,29/07/2022,Ibuprofen,Inconclusive,HOSO1507,NV929,BN7935,15/11/1953,09/04/2005,"0728 Melinda Lodge Suite 938
Hughestown, TX 13493",8.73E+11,84452882034,2770998594,Nhi khoa
jEremY fRye,18,Female,Cancer,25/07/2021,Christopher Odom,6958.697671,Elective,28/07/2021,Paracetamol,Abnormal,HOSO2091,NV745,BN3909,12/03/2007,02/08/1987,"11462 Nguyen Harbor Suite 234
Lake Michaelborough, NH 71303",4.94E+11,84877901263,3477779523,Tim m��
cAmerOn MilLER,55,Female,Cancer,19/07/2023,Raymond Bell,3254.03222,Urgent,02/08/2023,Lipitor,Normal,HOSO4992,NV341,BN7520,04/07/1977,20/10/2013,"8697 Andrew Mission
Paulville, WY 26563",7.88E+11,84258228007,1860187252,Tim m��
wilLIAM wiLliams dDS,66,Male,Diabetes,22/05/2023,Autumn Fitzgerald,11855.95202,Urgent,08/06/2023,Ibuprofen,Inconclusive,HOSO2966,NV721,BN4127,14/12/1945,06/08/1967,"759 Andrew Pike Suite 495
New Pamelaburgh, WY 75818",3.58E+11,84268268092,8723099182,Nhi khoa
tRACIe WrigHt,62,Female,Hypertension,08/07/2020,James Armstrong,22368.37594,Emergency,25/07/2020,Ibuprofen,Inconclusive,HOSO6845,NV286,BN8827,09/04/1981,08/11/1973,"23176 Kenneth Well
Kirstenland, NY 02540",3.15E+11,84513996298,4859771524,Ngo���
DaVid reyEs,43,Female,Asthma,27/12/2022,Darius Schaefer,48511.65473,Urgent,24/01/2023,Lipitor,Inconclusive,HOSO3186,NV619,BN8365,11/06/1937,07/09/1949,"009 Karen Valley
Port Brittanyberg, MS 10830",2.83E+11,84105961164,7537075912,Da li��
pAiGE KIng,24,Female,Diabetes,21/06/2019,Katherine Dunn,10126.50257,Urgent,12/07/2019,Ibuprofen,Abnormal,HOSO4205,NV942,BN5927,08/04/1948,14/04/1949,"142 Phillip Squares Apt. 694
Port Peterfurt, ND 75016",1.50E+11,84927433270,6620181231,Ngo���
James gArCIA,46,Female,Diabetes,01/01/2021,Katherine Flynn,8470.6413,Elective,27/01/2021,Penicillin,Inconclusive,HOSO2946,NV170,BN4712,30/11/1957,09/10/1999,"Unit 3395 Box 5174
DPO AE 94728",6.52E+11,84647525679,7669450214,Ngo���
lOri hArvEY,58,Male,Asthma,07/09/2022,Julian Perkins,25086.01392,Urgent,28/09/2022,Lipitor,Inconclusive,HOSO4808,NV908,BN9166,22/06/1985,21/06/2008,"208 Taylor Cliff Apt. 125
Thomasview, ND 50137",5.12E+11,84099116962,4052218748,Tim m��
amy wANG,58,Male,Obesity,09/06/2022,Holly Taylor,36524.37725,Urgent,26/06/2022,Ibuprofen,Abnormal,HOSO7087,NV267,BN4765,25/11/2000,07/11/1984,"5795 Julia Creek
Millerland, KS 02355",9.66E+11,84807319854,5385428025,Da li��
joRDAn vARgaS,48,Male,Cancer,01/11/2023,Mark King,5945.011816,Elective,10/11/2023,Paracetamol,Inconclusive,HOSO3605,NV398,BN6040,22/06/1993,20/09/1944,"284 Jennifer Hill
Port Ronald, NJ 36695",9.41E+11,84978602583,7855152007,N���
GORDON kELLY,43,Male,Obesity,06/08/2023,Shelby Johnson,3601.681679,Urgent,13/08/2023,Lipitor,Inconclusive,HOSO8307,NV582,BN9702,30/11/1948,06/09/2009,"19865 Kim Causeway Apt. 521
North Kevin, LA 46595",6.36E+11,84978201110,3689232731,Ngo���
nathaN Scott,74,Female,Obesity,30/07/2022,Angela Logan MD,4920.190418,Elective,25/08/2022,Aspirin,Abnormal,HOSO5192,NV167,BN4845,28/02/2003,15/01/1995,"743 Lopez Loop
New Suzanneville, NM 97341",9.88E+11,84879785798,3331451259,Nhi khoa
LiSA grEEn,47,Female,Diabetes,04/02/2021,Gloria Schultz,48887.23452,Elective,28/02/2021,Ibuprofen,Inconclusive,HOSO4999,NV115,BN8234,15/05/2020,24/07/1945,"29603 Cindy Meadows
New Briannafurt, MO 79124",4.85E+11,84439061661,6167914098,Tim m��
amY CoMbS,35,Male,Cancer,26/11/2021,Victor Morales,48826.38706,Urgent,09/12/2021,Paracetamol,Normal,HOSO3378,NV586,BN4710,21/04/2006,08/07/1969,"82092 Carr Meadow
Port Lisa, AK 34962",5.49E+11,84548924340,5224229451,N���
KelLY sANfoRD,28,Male,Arthritis,02/07/2020,Nancy Vaughn,5509.595801,Emergency,03/07/2020,Lipitor,Abnormal,HOSO1324,NV963,BN5084,26/03/1955,25/10/1967,"903 Caleb Mission
Bennettburgh, KS 62736",3.40E+11,84010341006,1335035555,Ngo���
mrs. jEssIcA BlAck md,49,Male,Diabetes,09/08/2021,Christopher Rivera,37636.44166,Elective,06/09/2021,Ibuprofen,Normal,HOSO8539,NV936,BN2468,27/04/1961,09/10/1941,"728 Gardner Skyway
West Annburgh, CA 94053",3.76E+11,84734257847,2785706061,Tim m��
rObERT GoulD,28,Male,Obesity,18/01/2024,Brittany Rocha,20885.91951,Emergency,04/02/2024,Ibuprofen,Inconclusive,HOSO8403,NV165,BN5219,23/12/1953,18/01/1957,"373 Larson Mall
Ryanview, SD 46903",8.66E+11,84905634798,4550305093,Tim m��
cHRISTiNe VArgaS,50,Male,Obesity,17/01/2023,Patricia Hall,35114.48997,Elective,10/02/2023,Paracetamol,Normal,HOSO7544,NV798,BN7549,22/02/1936,30/09/1939,"PSC 2563, Box 9150
APO AA 75339",4.64E+11,84308312854,3393335150,Tim m��
BARbara dIaZ,59,Male,Obesity,27/03/2024,Christopher Hudson,6191.392656,Elective,21/04/2024,Lipitor,Normal,HOSO5405,NV203,BN6191,06/11/1952,05/04/2016,"318 Matthew Pass
Port Kariview, IN 98635",7.63E+11,84155202894,7934172797,Nhi khoa
jOHn washIngtON,22,Female,Hypertension,10/01/2023,Walter Perez,40697.96895,Elective,23/01/2023,Ibuprofen,Normal,HOSO7562,NV944,BN9156,16/06/1973,13/04/1949,"4158 Glenda Grove
Elizabethhaven, NV 42590",8.31E+11,84447475524,2180005552,Ngo���
DEVIn stEWaRt,62,Female,Arthritis,14/07/2019,Jonathan Chang,43465.95278,Urgent,18/07/2019,Lipitor,Normal,HOSO8581,NV942,BN7491,22/07/1999,15/11/2022,"USCGC Mitchell
FPO AA 11038",9.26E+11,84189822914,8066756100,Ngo���
JAMeS ROBeRTs,21,Female,Cancer,18/05/2020,Maria Ritter,16866.06882,Elective,02/06/2020,Ibuprofen,Normal,HOSO4163,NV292,BN6824,21/09/1948,30/10/2001,"356 Soto Alley
Gilbertfurt, DC 58109",4.21E+11,84959736034,1296302113,Ngo���
JaMes YATEs,44,Male,Obesity,15/06/2022,Elizabeth Snyder,41454.68526,Emergency,25/06/2022,Ibuprofen,Inconclusive,HOSO6591,NV526,BN4934,08/04/2007,03/06/1997,"497 Bartlett Lake Suite 425
Williamsview, NC 36012",4.75E+11,84248119629,4255296738,Da li��
PeTEr nIcHOLs,27,Male,Hypertension,27/03/2020,Dennis Harris,47735.38424,Urgent,05/04/2020,Penicillin,Normal,HOSO8809,NV778,BN2330,17/12/1939,26/04/1947,"05254 Donna Brook
East Kaylaville, AL 61350",3.85E+11,84443325476,1207841371,Tim m��
karen pRice,47,Male,Diabetes,20/02/2020,Caroline Fields,2826.812981,Elective,01/03/2020,Lipitor,Normal,HOSO8724,NV543,BN4073,31/01/1971,06/04/1970,"5731 Heidi Heights
Timfort, CA 30469",5.13E+11,84293155350,9902205734,N���
chRisTOPHEr jONes,51,Male,Hypertension,16/06/2020,Joseph Rivera,26524.1728,Elective,21/06/2020,Penicillin,Inconclusive,HOSO8348,NV582,BN5765,17/12/2012,25/06/1968,"86206 Jonathan Mill Apt. 362
Seanfurt, DE 70314",4.06E+11,84495420480,8531711271,N���
LaRRY LeoNarD,48,Female,Hypertension,06/06/2019,Charles Reynolds,36727.58101,Urgent,02/07/2019,Ibuprofen,Normal,HOSO5756,NV479,BN9598,23/04/1952,09/11/1970,"2706 Torres Spring
North Robert, ME 51040",7.90E+11,84616513870,5703092788,Nhi khoa
MiChELle zHaNg,83,Male,Arthritis,18/01/2022,Patricia Valentine,4509.403061,Elective,05/02/2022,Paracetamol,Abnormal,HOSO9677,NV418,BN6063,10/12/1958,07/07/1968,"50061 Bryan Garden Suite 927
South Kelly, OK 38097",8.90E+11,84172342544,5234575563,Da li��
kriSTEn FlOrES,64,Male,Arthritis,11/01/2021,Angela Reed,25709.58443,Elective,23/01/2021,Aspirin,Abnormal,HOSO9990,NV544,BN3970,19/11/2004,16/03/1986,"938 Danielle Falls
Richardburgh, ID 60175",4.23E+11,84832386045,9771378623,N���
MaTThEW bELl,19,Male,Obesity,04/02/2021,Doris Johnson,20086.2171,Urgent,15/02/2021,Aspirin,Abnormal,HOSO2225,NV730,BN2085,01/11/1971,09/10/1958,"66760 Evans Tunnel
Edwardville, IL 24636",8.09E+11,84092496077,9090580041,Da li��
brADLeY MIraNdA,39,Male,Asthma,30/05/2022,Devin Pratt,36862.1718,Elective,01/06/2022,Aspirin,Inconclusive,HOSO5943,NV657,BN8816,25/07/1970,01/10/1948,"72172 Petty Ports
West Douglasport, AZ 48216",9.03E+11,84466434729,7108107013,Nhi khoa
cHRIsToPheR mOORE,23,Female,Hypertension,19/12/2021,Angela Allison,40065.33889,Elective,30/12/2021,Paracetamol,Normal,HOSO4894,NV896,BN6960,13/11/1979,29/04/1989,"64415 Hall Keys Apt. 397
Fischerchester, OH 69729",7.24E+11,84327610888,2022626109,Da li��
